floor,room,offset_px,room_eq_radius_px,offset_over_radius,inside_inradius
FF part 1upE,room_1,10.428617703733503,160.68412525172485,0.064901356542821,True
FF part 1upE,room_2,21.886497055769862,76.95554192161488,0.28440443026264356,True
FF part 1upE,room_3,34.045195243249175,164.91040520805387,0.2064466168784023,True
FF part 1upE,room_4,15.960798257904036,73.37284991757136,0.21753003019284028,True
FF part 1upE,room_5,47.069249037639636,193.0987788088144,0.2437573625685253,True
FF part 1upE,room_6,23.830168595265356,185.7435157247825,0.1282960996096073,True
FF part 1upE,room_7,14.491392048405205,75.56350136385183,0.19177766761530213,True
FF part 1upE,room_8,18.129286142900536,73.44439618698296,0.24684369515061397,True
FF part 1upE,room_9,16.088024295859956,72.79576213755679,0.22100220979154805,True
FF part 1upE,room_10,16.673815754563535,73.67590168496197,0.22631301922656802,True
FF part 1upE,room_11,17.74914682685869,73.03804065385481,0.24301236270803392,True
FF part 1upE,room_12,18.244716524277244,73.98416589255072,0.24660299003403727,True
FF part 1upE,room_13,32.116874704224706,79.96379801922859,0.4016426870632343,True
FF part 1upE,room_14,20.34554707689753,73.31426012788705,0.2775114560442595,True
FF part 1upE,room_15,21.558799384766004,73.48772366180758,0.29336599789075196,True
FF part 1upE,room_16,27.191595305371877,151.95145347812118,0.17894922807886846,True
FF part 1upE,room_17,16.799735870690164,72.86350658360772,0.23056447127497487,True
FF part 1upE,room_18,17.512596018285116,73.59593075234108,0.23795603696102507,True
FF part 1upE,room_19,12.151795844587538,75.25113205267836,0.16148322972843607,True
FF part 1upE,room_20,16.869175801032924,73.34464586120832,0.22999873546263805,True
FF part 1upE,room_21,15.155053691648641,73.09685184384557,0.2073284048405243,True
FF part 1upE,room_22,14.747843225625994,74.4153014503026,0.19818294004325404,True
FF part 1upE,room_23,30.940247281137587,124.24602428349688,0.24902404289846772,True
FF part 1upE,room_24,29.033324926512645,78.92001991230256,0.3678828890156773,True
FF part 1upE,room_25,16.621587517601004,78.50754311642123,0.2117196240997167,True
FF part 1upE,room_26,17.20522802244838,74.571265991874,0.23072195159356992,True
FF part 1upE,room_27,18.789154353483433,74.36395398760743,0.25266481065025936,True
FF part 1upE,room_28,9.048651652345486,65.4362635619146,0.13828191219664943,True
FF part 1upE,room_29,27.446004600778227,95.65967075006904,0.2869130155432656,True
FF part 1upE,room_30,18.094679300984293,76.85620702267713,0.23543549703988506,True
FF part 1upE,room_31,18.853242438456924,73.34898565268936,0.25703480792124167,True
FF part 1upE,room_32,18.202818773314085,73.56132180109627,0.24745094742224727,True
FF part 1upE,room_33,19.29623447938171,77.42358669432168,0.24922940544676306,True
FF part 1upE,room_34,13.145570674518302,72.05741366042771,0.1824318971045383,True
FF part 2up,room_1,3.3281468997623205,41.56664603026825,0.08006772779643588,True
FF part 2up,room_2,4.879793459377076,41.921222329754514,0.11640389254379005,True
FF part 2up,room_3,5.278575185742816,41.76146389197808,0.12639823161842687,True
FF part 2up,room_4,4.73935027205546,30.093049466494495,0.15748986414062946,True
FF part 2up,room_5,9.432498253439885,38.42292612647326,0.24549140849897239,True
FF part 2up,room_6,19.77266210509741,72.7520225661395,0.27178161386677474,True
FF part 2up,room_7,20.710637004719835,44.72070007158605,0.4631107512084463,True
FF part 2up,room_8,12.010725360835213,91.4300510278689,0.13136518273597167,True
FF part 2up,room_9,22.572999752199355,42.632727453324456,0.529475853425351,True
FF part 2up,room_10,11.276593325433886,108.39490079711352,0.10403250745660698,True
FF part 2up,room_11,17.325453855651173,149.25347257161692,0.11608074209019041,True
FF part 2up,room_12,20.108161285259335,45.03985906560208,0.4464525800573913,True
FF part 2up,room_13,22.67969072875638,26.032321212010473,0.8712127721554351,False
FF part 2up,room_14,22.63980381593221,50.9554093458308,0.4443061905808164,True
FF part 2up,room_15,21.34435142074645,41.604917510643546,0.5130247263508225,True
FF part 2up,room_16,17.838165280585063,37.977125935209415,0.4697081425018241,True
FF part 2up,room_17,16.390073577305998,43.0635971199198,0.3806015909833155,True
FF part 2up,room_18,23.772964246779843,40.370120352322566,0.5888752384017142,True
FF part 2up,room_19,20.31538956074186,34.75609325093207,0.5845130352847426,True
FF part 2up,room_20,20.721793673729945,54.82808190261373,0.37794124752597097,True
FF part 2up,room_21,6.079825680870006,52.15626795819152,0.1165694156979099,True
FF part 2up,room_22,14.858288159570597,102.88689700310795,0.14441380382111987,True
FF part 2up,room_23,25.01870677199409,43.63998223003327,0.5732978221695078,False
FF part 2up,room_24,20.717552435982224,35.31934942710972,0.586577974170732,True
FF part 2up,room_25,12.189563964345059,47.233822545525456,0.2580685472279185,True
FF part 2up,room_26,25.208242221748872,53.92365724140869,0.4674802027780699,True
FF part 2up,room_27,16.770618805307546,33.982764264767994,0.4935036677606203,True
FF part 2up,room_28,20.704785409214775,118.34943988775503,0.17494620531243416,True
FF part 2up,room_29,24.962228288462423,90.39190488341157,0.2761555730090982,True
FF part 2up,room_30,21.4894401245624,50.49417974709722,0.4255825172761178,True
FF part 2up,room_31,18.508545430412973,154.10743203419042,0.1201015758039927,True
FF part 2up,room_32,33.989387307088634,42.29164516150583,0.8036903548511285,False
FF part 2up,room_33,23.958374558551338,88.23751932174612,0.2715213975042791,True
FF part 2up,room_34,23.038817199042754,42.34053942720982,0.5441314048124063,True
FF part 2up,room_35,27.233798022067216,63.56090839065055,0.42846772822512325,True
FF part 3upE,room_1,1.5060527659281908,42.580431088739246,0.03536959883730438,True
FF part 3upE,room_2,0.6787159499335416,42.83384390833222,0.01584531968193298,True
FF part 3upE,room_3,4.243992387612198,42.39313172429801,0.10011037672830655,True
FF part 3upE,room_4,6.952667209937165,43.16326868801443,0.16107832935895747,True
FF part 3upE,room_5,7.104609510957288,40.30304391973247,0.17627972530081912,True
FF part 3upE,room_6,4.871375243122511,42.75574436673404,0.11393498850911522,True
FF part 3upE,room_7,8.350195046795072,43.4718966031293,0.19208260276810624,True
FF part 3upE,room_8,34.783198678191674,167.34475542029256,0.20785353320952535,True
FF part 3upE,room_9,16.14401410067635,51.674961395203965,0.3124146330213747,True
FF part 3upE,room_10,26.77812382230521,43.10053939069211,0.6212944014359169,False
FF part 3upE,room_11,4.083384211194204,42.666312696143535,0.09570511143709139,True
